Ensembl Gene Record	Common Gene Name	Read Count	Log Count
ENSG00000013392.7	RWDD2A	74	4.30406509320417
ENSG00000013441.15	CLK1	1821	7.507141079727608
ENSG00000013503.9	POLR3B	306	5.723585101952381
ENSG00000013523.9	ANGEL1	706	6.559615237493242
ENSG00000013561.17	RNF14	726	6.587550014824796
ENSG00000013563.13	DNASE1L1	832	6.723832440821209
ENSG00000013573.16	DDX11	821	6.710523109452428
ENSG00000013583.9	HEBP1	267	5.58724865840025
ENSG00000013588.8	GPRC5A	1871	7.534228326274089
ENSG00000013619.13	MAMLD1	196	5.278114659230517
ENSG00000013725.14	CD6	2	0.6931471805599453
ENSG00000013810.18	TACC3	289	5.666426688112432
ENSG00000014123.9	UFL1	728	6.590301048196686
ENSG00000014138.8	POLA2	65	4.174387269895637
ENSG00000014164.6	ZC3H3	821	6.710523109452428
ENSG00000014216.15	CAPN1	6866	8.834336974017637
ENSG00000014257.15	ACPP	17	2.833213344056216
ENSG00000014641.17	MDH1	1547	7.344072850573066
ENSG00000014824.13	SLC30A9	742	6.60934924316738
ENSG00000014914.20	MTMR11	279	5.631211781821365
ENSG00000014919.12	COX15	365	5.8998973535824915
ENSG00000015133.18	CCDC88C	519	6.251903883165888
ENSG00000015153.14	YAF2	151	5.017279836814924
ENSG00000015171.19	ZMYND11	1661	7.415175109613295
ENSG00000015285.10	WAS	17	2.833213344056216
ENSG00000015413.9	DPEP1	1	0.0
ENSG00000015475.18	BID	608	6.410174881966167
ENSG00000015479.18	MATR3	360	5.886104031450156
ENSG00000015520.14	NPC1L1	5	1.6094379124341003
ENSG00000015532.9	XYLT2	424	6.049733455231958
ENSG00000015568.12	RGPD5	5	1.6094379124341003
ENSG00000015676.17	NUDCD3	601	6.398594934535208
ENSG00000016391.10	CHDH	99	4.59511985013459
ENSG00000016402.13	IL20RA	12	2.4849066497880004
ENSG00000016864.18	GLT8D1	528	6.269096283706261
ENSG00000017260.19	ATP2C1	1707	7.442492722794441
ENSG00000017427.16	IGF1	21	3.044522437723423
ENSG00000017483.14	SLC38A5	1510	7.31986492980897
ENSG00000017797.12	RALBP1	1437	7.270312886079025
ENSG00000018189.12	RUFY3	212	5.356586274672012
ENSG00000018280.16	SLC11A1	238	5.472270673671475
ENSG00000018408.14	WWTR1	619	6.428105272684596
ENSG00000018510.14	AGPS	448	6.104793232414985
ENSG00000018610.14	CXorf56	243	5.493061443340548
ENSG00000018699.12	TTC27	258	5.552959584921617
ENSG00000018869.16	ZNF582	36	3.58351893845611
ENSG00000019144.18	PHLDB1	1400	7.24422751560335
ENSG00000019169.10	MARCO	202	5.308267697401205
ENSG00000019485.13	PRDM11	364	5.8971538676367405
ENSG00000019505.7	SYT13	93	4.532599493153256
ENSG00000019549.11	SNAI2	7	1.9459101490553132
ENSG00000019582.14	CD74	11635	9.361773075736393
ENSG00000019995.6	ZRANB1	692	6.539585955617669
ENSG00000020129.15	NCDN	716	6.573680166960646
ENSG00000020181.17	ADGRA2	14	2.6390573296152584
ENSG00000020256.19	ZFP64	307	5.726847747587197
ENSG00000020426.10	MNAT1	343	5.8377304471659395
ENSG00000020577.13	SAMD4A	373	5.921578419643816
ENSG00000020633.18	RUNX3	786	6.666956792429207
ENSG00000020922.12	MRE11	581	6.364750756851911
ENSG00000021300.13	PLEKHB1	732	6.595780513961311
ENSG00000021355.12	SERPINB1	704	6.556778356158042
ENSG00000021488.12	SLC7A9	2	0.6931471805599453
ENSG00000021574.12	SPAST	369	5.910796644040527
ENSG00000021645.18	NRXN3	184	5.214935757608986
ENSG00000021762.19	OSBPL5	90	4.499809670330265
ENSG00000021776.10	AQR	414	6.025865973825314
ENSG00000021826.15	CPS1	12	2.4849066497880004
ENSG00000022267.16	FHL1	203	5.313205979041787
ENSG00000022277.12	RTF2	2042	7.621684998724611
ENSG00000022567.9	SLC45A4	1205	7.094234845924755
ENSG00000022840.15	RNF10	4233	8.350666240520924
ENSG00000022976.15	ZNF839	134	4.897839799950911
ENSG00000023041.11	ZDHHC6	483	6.180016653652572
ENSG00000023171.17	GRAMD1B	20	2.995732273553991
ENSG00000023191.16	RNH1	1418	7.257002707092073
ENSG00000023228.13	NDUFS1	1886	7.542213463193403
ENSG00000023287.12	RB1CC1	884	6.784457062637643
ENSG00000023318.7	ERP44	683	6.52649485957079
ENSG00000023330.14	ALAS1	601	6.398594934535208
ENSG00000023445.13	BIRC3	155	5.043425116919247
ENSG00000023516.8	AKAP11	1628	7.395107546562485
ENSG00000023572.9	GLRX2	210	5.3471075307174685
ENSG00000023608.4	SNAPC1	279	5.631211781821365
ENSG00000023697.12	DERA	190	5.247024072160486
ENSG00000023734.10	STRAP	1606	7.381501894506707
ENSG00000023839.11	ABCC2	16	2.772588722239781
ENSG00000023892.10	DEF6	156	5.049856007249537
ENSG00000023902.13	PLEKHO1	81	4.394449154672439
ENSG00000023909.9	GCLM	1354	7.21081845347222
ENSG00000024048.10	UBR2	979	6.88653164253051
ENSG00000024422.11	EHD2	363	5.8944028342648505
ENSG00000024526.16	DEPDC1	203	5.313205979041787
ENSG00000024862.17	CCDC28A	312	5.7430031878094825
ENSG00000025039.14	RRAGD	375	5.926926025970411
ENSG00000025156.12	HSF2	125	4.8283137373023015
ENSG00000025293.16	PHF20	447	6.102558594613569
ENSG00000025434.18	NR1H3	122	4.804021044733257
ENSG00000025708.13	TYMP	553	6.315358001522335
ENSG00000025770.18	NCAPH2	425	6.052089168924417
ENSG00000025772.7	TOMM34	1431	7.266128779556451
ENSG00000025796.13	SEC63	2245	7.716460800176355
ENSG00000025800.13	KPNA6	1547	7.344072850573066
ENSG00000026025.15	VIM	866	6.763884908562435
ENSG00000026036.22	RTEL1-TNFRSF6B	139	4.9344739331306915
ENSG00000026103.21	FAS	203	5.313205979041787
ENSG00000026297.15	RNASET2	2409	7.786967002614872
ENSG00000026508.18	CD44	370	5.91350300563827
ENSG00000026559.13	KCNG1	36	3.58351893845611
ENSG00000026652.13	AGPAT4	76	4.330733340286331
ENSG00000026751.16	SLAMF7	10	2.302585092994046
ENSG00000026950.16	BTN3A1	534	6.280395838960195
ENSG00000027001.9	MIPEP	178	5.181783550292085
ENSG00000027075.14	PRKCH	85	4.442651256490317
ENSG00000027697.14	IFNGR1	1571	7.359467638255621
ENSG00000027847.13	B4GALT7	309	5.733341276897746
ENSG00000027869.11	SH2D2A	49	3.8918202981106265
ENSG00000028116.17	VRK2	214	5.365976015021851
ENSG00000028137.18	TNFRSF1B	174	5.159055299214529
ENSG00000028203.17	VEZT	884	6.784457062637643
ENSG00000028277.21	POU2F2	18	2.8903717578961645
ENSG00000028310.17	BRD9	2116	7.65728279297819
ENSG00000028528.14	SNX1	1160	7.05617528410041
ENSG00000028839.9	TBPL1	289	5.666426688112432
ENSG00000029153.14	ARNTL2	103	4.634728988229636
ENSG00000029363.16	BCLAF1	2884	7.96693349840484
ENSG00000029364.11	SLC39A9	826	6.716594773520978
ENSG00000029534.20	ANK1	15	2.70805020110221
ENSG00000029559.6	IBSP	10	2.302585092994046
ENSG00000029639.10	TFB1M	48	3.871201010907891
ENSG00000029725.16	RABEP1	526	6.26530121273771
ENSG00000029993.14	HMGB3	1038	6.945051063725834
ENSG00000030066.13	NUP160	815	6.703188113240863
ENSG00000030110.12	BAK1	416	6.030685260261263
ENSG00000030419.16	IKZF2	878	6.777646593635117
ENSG00000030582.17	GRN	1911	7.555381944240273
ENSG00000031003.10	FAM13B	609	6.411818267709897
ENSG00000031081.10	ARHGAP31	90	4.499809670330265
ENSG00000031691.6	CENPQ	62	4.127134385045092
ENSG00000031698.12	SARS	3877	8.262816937670928
ENSG00000031823.14	RANBP3	438	6.082218910376446
ENSG00000032219.18	ARID4A	388	5.961005339623274
ENSG00000032389.12	EIPR1	534	6.280395838960195
ENSG00000032444.16	PNPLA6	801	6.68586094706836
ENSG00000032742.17	IFT88	135	4.90527477843843
ENSG00000033011.12	ALG1	317	5.75890177387728
ENSG00000033030.13	ZCCHC8	630	6.4457198193855785
ENSG00000033050.8	ABCF2	472	6.156978985585555
ENSG00000033100.16	CHPF2	1195	7.085901464365611
ENSG00000033170.16	FUT8	238	5.472270673671475
ENSG00000033178.12	UBA6	537	6.285998094508865
ENSG00000033327.12	GAB2	533	6.278521424165844
ENSG00000033627.16	ATP6V0A1	758	6.630683385642372
ENSG00000033800.13	PIAS1	443	6.093569770045136
ENSG00000033867.16	SLC4A7	445	6.09807428216624
ENSG00000034053.14	APBA2	487	6.18826412308259
ENSG00000034152.18	MAP2K3	793	6.675823221634848
ENSG00000034510.5	TMSB10	9567	9.166074955678168
ENSG00000034533.11	ASTE1	90	4.499809670330265
ENSG00000034677.12	RNF19A	1411	7.252053951852814
ENSG00000034693.14	PEX3	144	4.969813299576001
ENSG00000034713.7	GABARAPL2	857	6.75343791859778
ENSG00000035115.21	SH3YL1	1634	7.3987862754199485
ENSG00000035141.7	FAM136A	1334	7.195937226475569
ENSG00000035403.17	VCL	2684	7.895063498091573
ENSG00000035499.12	DEPDC1B	182	5.204006687076795
ENSG00000035664.11	DAPK2	225	5.41610040220442
ENSG00000035681.8	NSMAF	336	5.817111159963204
ENSG00000035687.9	ADSS	1552	7.347299700743164
ENSG00000035862.12	TIMP2	614	6.419994928147142
ENSG00000035928.15	RFC1	672	6.51025834052315
ENSG00000036054.12	TBC1D23	634	6.452048954437226
ENSG00000036257.12	CUL3	1344	7.203405521083095
ENSG00000036530.8	CYP46A1	24	3.1780538303479458
ENSG00000036549.12	AC118549.1	989	6.8966943316227125
ENSG00000036672.15	USP2	122	4.804021044733257
ENSG00000037042.8	TUBG2	170	5.135798437050262
ENSG00000037241.7	RPL26L1	300	5.703782474656201
ENSG00000037474.14	NSUN2	2963	7.993957547573565
ENSG00000037637.10	FBXO42	499	6.212606095751519
ENSG00000037749.12	MFAP3	290	5.66988092298052
ENSG00000037757.13	MRI1	536	6.284134161070802
ENSG00000037897.16	METTL1	257	5.54907608489522
ENSG00000038002.8	AGA	184	5.214935757608986
ENSG00000038210.12	PI4K2B	181	5.198497031265826
ENSG00000038219.12	BOD1L1	386	5.955837369464831
ENSG00000038274.16	MAT2B	1517	7.324489979348532
ENSG00000038358.14	EDC4	939	6.844815479208263
ENSG00000038382.19	TRIO	3893	8.266935347610456
ENSG00000038427.15	VCAN	253	5.53338948872752
ENSG00000038532.15	CLEC16A	931	6.836259277277067
ENSG00000038945.14	MSR1	192	5.2574953720277815
ENSG00000039068.18	CDH1	4716	8.458716261657262
ENSG00000039123.15	MTREX	840	6.733401891837359
ENSG00000039139.9	DNAH5	205	5.3230099791384085
ENSG00000039319.16	ZFYVE16	216	5.375278407684165
ENSG00000039523.19	RIPOR1	771	6.647688373563329
ENSG00000039560.13	RAI14	1285	7.158513997329321
ENSG00000039600.10	SOX30	21	3.044522437723423
ENSG00000039650.11	PNKP	737	6.602587892189336
ENSG00000040199.18	PHLPP2	247	5.5093883366279774
ENSG00000040275.16	SPDL1	253	5.53338948872752
ENSG00000040341.17	STAU2	421	6.042632833682381
ENSG00000040487.12	PQLC2	198	5.288267030694535
ENSG00000040531.14	CTNS	144	4.969813299576001
ENSG00000040608.13	RTN4R	131	4.875197323201151
ENSG00000040633.12	PHF23	398	5.986452005284438
ENSG00000040933.15	INPP4A	623	6.434546518787453
ENSG00000041353.9	RAB27B	24	3.1780538303479458
ENSG00000041357.15	PSMA4	1141	7.039660349862076
ENSG00000041515.15	MYO16	3	1.0986122886681098
ENSG00000041802.10	LSG1	1245	7.126890808898808
ENSG00000041880.14	PARP3	199	5.293304824724492
ENSG00000041982.15	TNC	22	3.091042453358316
ENSG00000041988.15	THAP3	100	4.605170185988092
ENSG00000042062.11	RIPOR3	6	1.791759469228055
ENSG00000042088.13	TDP1	205	5.3230099791384085
ENSG00000042286.14	AIFM2	134	4.897839799950911
ENSG00000042317.16	SPATA7	42	3.7376696182833684
ENSG00000042429.11	MED17	299	5.700443573390687
ENSG00000042445.13	RETSAT	531	6.274762021241939
ENSG00000042493.15	CAPG	1180	7.07326971745971
ENSG00000042753.11	AP2S1	499	6.212606095751519
ENSG00000042781.12	USH2A	54	3.9889840465642745
ENSG00000042832.11	TG	30	3.4011973816621555
ENSG00000042980.12	ADAM28	62	4.127134385045092
ENSG00000043039.6	BARX2	33	3.4965075614664802
ENSG00000043093.13	DCUN1D1	959	6.8658910748834385
ENSG00000043143.20	JADE2	659	6.490723534502507
ENSG00000043462.11	LCP2	41	3.713572066704308
ENSG00000043514.16	TRIT1	465	6.142037405587356
ENSG00000044090.8	CUL7	1074	6.97914527506881
ENSG00000044115.20	CTNNA1	4988	8.514790306799927
ENSG00000044446.11	PHKA2	388	5.961005339623274
