Ensembl Gene Record	Common Gene Name	Read Count	Log Count
ENSG00000004838.13	ZMYND10	46	3.828641396489095
ENSG00000004864.13	SLC25A13	821	6.710523109452428
ENSG00000004866.20	ST7	274	5.6131281063880705
ENSG00000004897.11	CDC27	1392	7.238496840894365
ENSG00000004961.14	HCCS	281	5.638354669333745
ENSG00000004975.11	DVL2	818	6.706862336602747
ENSG00000005001.9	PRSS22	461	6.133398042996649
ENSG00000005007.12	UPF1	3416	8.13622555490846
ENSG00000005020.12	SKAP2	441	6.089044875446846
ENSG00000005022.5	SLC25A5	3650	8.202482446576537
ENSG00000005059.15	MCUB	120	4.787491742782046
ENSG00000005075.15	POLR2J	465	6.142037405587356
ENSG00000005100.12	DHX33	499	6.212606095751519
ENSG00000005102.12	MEOX1	193	5.262690188904886
ENSG00000005108.15	THSD7A	5	1.6094379124341003
ENSG00000005156.11	LIG3	355	5.872117789475416
ENSG00000005175.9	RPAP3	733	6.597145701886651
ENSG00000005187.11	ACSM3	35	3.5553480614894135
ENSG00000005189.19	REXO5	142	4.955827057601261
ENSG00000005194.14	CIAPIN1	797	6.680854678790215
ENSG00000005206.16	SPPL2B	343	5.8377304471659395
ENSG00000005238.19	FAM214B	394	5.976350909297934
ENSG00000005243.9	COPZ2	35	3.5553480614894135
ENSG00000005249.12	PRKAR2B	536	6.284134161070802
ENSG00000005302.18	MSL3	330	5.799092654460526
ENSG00000005339.14	CREBBP	1576	7.362645270417825
ENSG00000005379.16	TSPOAP1	173	5.153291594497779
ENSG00000005421.8	PON1	2	0.6931471805599453
ENSG00000005436.13	GCFC2	227	5.424950017481403
ENSG00000005448.16	WDR54	308	5.730099782973574
ENSG00000005469.11	CROT	264	5.575949103146316
ENSG00000005471.17	ABCB4	1	0.0
ENSG00000005483.20	KMT2E	1453	7.2813856635702825
ENSG00000005486.16	RHBDD2	1658	7.4133673356952405
ENSG00000005700.14	IBTK	1119	7.020190708311925
ENSG00000005801.17	ZNF195	297	5.6937321388027
ENSG00000005810.17	MYCBP2	952	6.858565034791365
ENSG00000005812.10	FBXL3	891	6.792344427470809
ENSG00000005844.17	ITGAL	38	3.6375861597263857
ENSG00000005882.11	PDK2	658	6.489204931325317
ENSG00000005884.17	ITGA3	10293	9.23921933152656
ENSG00000005889.15	ZFX	437	6.07993319509559
ENSG00000005893.15	LAMP2	1405	7.247792581767846
ENSG00000005961.18	ITGA2B	23	3.1354942159291497
ENSG00000006007.11	GDE1	943	6.849066282633458
ENSG00000006015.17	REX1BD	470	6.152732694704104
ENSG00000006016.10	CRLF1	4	1.3862943611198906
ENSG00000006025.11	OSBPL7	331	5.802118375377063
ENSG00000006042.11	TMEM98	24	3.1780538303479458
ENSG00000006047.12	YBX2	150	5.0106352940962555
ENSG00000006062.15	MAP3K14	153	5.030437921392435
ENSG00000006118.14	TMEM132A	1172	7.066466970136958
ENSG00000006125.17	AP2B1	939	6.844815479208263
ENSG00000006194.9	ZNF263	466	6.144185634125646
ENSG00000006210.6	CX3CL1	300	5.703782474656201
ENSG00000006282.20	SPATA20	802	6.687108607866515
ENSG00000006283.17	CACNA1G	2	0.6931471805599453
ENSG00000006327.13	TNFRSF12A	3183	8.065579427282092
ENSG00000006432.15	MAP3K9	1068	6.97354301952014
ENSG00000006451.7	RALA	500	6.214608098422191
ENSG00000006453.13	BAIAP2L1	1243	7.1252830915107115
ENSG00000006459.10	KDM7A	288	5.662960480135946
ENSG00000006530.16	AGK	554	6.317164686747284
ENSG00000006534.15	ALDH3B1	152	5.0238805208462765
ENSG00000006555.10	TTC22	212	5.356586274672012
ENSG00000006576.16	PHTF2	1100	7.003065458786462
ENSG00000006607.13	FARP2	744	6.612041034833092
ENSG00000006611.15	USH1C	1	0.0
ENSG00000006625.17	GGCT	955	6.86171134048073
ENSG00000006634.7	DBF4	716	6.573680166960646
ENSG00000006638.11	TBXA2R	2	0.6931471805599453
ENSG00000006652.13	IFRD1	816	6.704414354964107
ENSG00000006695.10	COX10	214	5.365976015021851
ENSG00000006704.10	GTF2IRD1	880	6.779921907472252
ENSG00000006712.14	PAF1	1454	7.282073658093465
ENSG00000006715.15	VPS41	658	6.489204931325317
ENSG00000006740.16	ARHGAP44	355	5.872117789475416
ENSG00000006744.18	ELAC2	973	6.880384082186005
ENSG00000006747.14	SCIN	4	1.3862943611198906
ENSG00000006756.15	ARSD	266	5.583496308781699
ENSG00000006757.11	PNPLA4	75	4.31748811353631
ENSG00000006831.9	ADIPOR2	1729	7.455298485683291
ENSG00000006837.11	CDKL3	7	1.9459101490553132
ENSG00000007038.10	PRSS21	391	5.968707559985366
ENSG00000007047.14	MARK4	369	5.910796644040527
ENSG00000007062.11	PROM1	171	5.14166355650266
ENSG00000007080.10	CCDC124	1382	7.231287004327616
ENSG00000007168.12	PAFAH1B1	1741	7.462214939768189
ENSG00000007202.14	KIAA0100	2680	7.893572073504902
ENSG00000007237.18	GAS7	113	4.727387818712341
ENSG00000007255.10	TRAPPC6A	84	4.430816798843313
ENSG00000007264.14	MATK	3	1.0986122886681098
ENSG00000007341.18	ST7L	181	5.198497031265826
ENSG00000007376.7	RPUSD1	618	6.42648845745769
ENSG00000007384.15	RHBDF1	537	6.285998094508865
ENSG00000007392.16	LUC7L	751	6.621405651764134
ENSG00000007402.11	CACNA2D2	23	3.1354942159291497
ENSG00000007516.13	BAIAP3	240	5.480638923341991
ENSG00000007520.3	TSR3	524	6.261491684321042
ENSG00000007541.16	PIGQ	641	6.46302945692067
ENSG00000007545.15	CRAMP1	558	6.324358962381311
ENSG00000007866.20	TEAD3	441	6.089044875446846
ENSG00000007923.15	DNAJC11	1519	7.325807502595773
ENSG00000007944.14	MYLIP	713	6.569481420414296
ENSG00000007968.6	E2F2	382	5.945420608606575
ENSG00000008018.8	PSMB1	1470	7.293017679772782
ENSG00000008056.13	SYN1	2	0.6931471805599453
ENSG00000008083.13	JARID2	336	5.817111159963204
ENSG00000008086.11	CDKL5	135	4.90527477843843
ENSG00000008128.22	CDK11A	290	5.66988092298052
ENSG00000008130.15	NADK	1123	7.023758954738443
ENSG00000008226.19	DLEC1	52	3.9512437185814275
ENSG00000008256.15	CYTH3	634	6.452048954437226
ENSG00000008277.14	ADAM22	97	4.574710978503383
ENSG00000008282.8	SYPL1	1996	7.59890045687141
ENSG00000008283.15	CYB561	1083	6.9874902470009905
ENSG00000008294.20	SPAG9	858	6.754604099487962
ENSG00000008300.16	CELSR3	170	5.135798437050262
ENSG00000008311.14	AASS	7	1.9459101490553132
ENSG00000008323.15	PLEKHG6	88	4.477336814478207
ENSG00000008324.11	SS18L2	222	5.402677381872279
ENSG00000008382.15	MPND	164	5.099866427824199
ENSG00000008394.12	MGST1	1524	7.329093736246592
ENSG00000008405.11	CRY1	603	6.401917196727186
ENSG00000008441.16	NFIX	2084	7.642044402873258
ENSG00000008513.15	ST3GAL1	2362	7.767263996757308
ENSG00000008516.16	MMP25	9	2.1972245773362196
ENSG00000008517.16	IL32	10	2.302585092994046
ENSG00000008710.19	PKD1	2300	7.7406644019172415
ENSG00000008735.13	MAPK8IP2	24	3.1780538303479458
ENSG00000008838.19	MED24	504	6.222576268071369
ENSG00000008853.16	RHOBTB2	905	6.807934943699926
ENSG00000008869.11	HEATR5B	696	6.54534966033442
ENSG00000008952.16	SEC62	2236	7.71244383427499
ENSG00000008988.9	RPS20	8013	8.98882050177807
ENSG00000009307.15	CSDE1	10189	9.229063985974285
ENSG00000009335.17	UBE3C	2493	7.821242083523558
ENSG00000009413.15	REV3L	284	5.648974238161206
ENSG00000009780.15	FAM76A	215	5.3706380281276624
ENSG00000009790.14	TRAF3IP3	6	1.791759469228055
ENSG00000009830.11	POMT2	660	6.492239835020471
ENSG00000009844.15	VTA1	624	6.436150368369428
ENSG00000009950.15	MLXIPL	51	3.9318256327243257
ENSG00000009954.10	BAZ1B	4682	8.451480648050856
ENSG00000010017.12	RANBP9	1169	7.063903961472068
ENSG00000010030.13	ETV7	22	3.091042453358316
ENSG00000010072.15	SPRTN	439	6.0844994130751715
ENSG00000010165.19	METTL13	1009	6.9167150203536085
ENSG00000010219.13	DYRK4	33	3.4965075614664802
ENSG00000010244.18	ZNF207	2151	7.67368812926773
ENSG00000010256.10	UQCRC1	3463	8.149890544402423
ENSG00000010270.13	STARD3NL	582	6.366470447731438
ENSG00000010278.13	CD9	7877	8.971702399703325
ENSG00000010292.12	NCAPD2	2780	7.930206206684683
ENSG00000010295.19	IFFO1	9	2.1972245773362196
ENSG00000010310.8	GIPR	12	2.4849066497880004
ENSG00000010318.20	PHF7	47	3.8501476017100584
ENSG00000010319.6	SEMA3G	13	2.5649493574615367
ENSG00000010322.15	NISCH	1266	7.143617602704121
ENSG00000010327.10	STAB1	131	4.875197323201151
ENSG00000010361.13	FUZ	186	5.225746673713202
ENSG00000010379.15	SLC6A13	7	1.9459101490553132
ENSG00000010404.17	IDS	1925	7.562681246721884
ENSG00000010539.11	ZNF200	141	4.948759890378168
ENSG00000010610.9	CD4	31	3.4339872044851463
ENSG00000010626.14	LRRC23	80	4.382026634673881
ENSG00000010671.15	BTK	5	1.6094379124341003
ENSG00000010704.18	HFE	240	5.480638923341991
ENSG00000010803.16	SCMH1	294	5.683579767338681
ENSG00000010810.17	FYN	754	6.625392368007956
ENSG00000010818.9	HIVEP2	632	6.448889394146858
ENSG00000011007.12	ELOA	1379	7.229113877793302
ENSG00000011009.10	LYPLA2	1417	7.256297239690681
ENSG00000011021.22	CLCN6	596	6.39024066706535
ENSG00000011028.13	MRC2	721	6.580639137284949
ENSG00000011052.21	NME1-NME2	19	2.9444389791664403
ENSG00000011105.13	TSPAN9	599	6.395261598115449
ENSG00000011114.14	BTBD7	917	6.821107472256465
ENSG00000011132.11	APBA3	146	4.983606621708336
ENSG00000011143.16	MKS1	287	5.659482215759621
ENSG00000011198.9	ABHD5	385	5.953243334287785
ENSG00000011201.11	ANOS1	148	4.997212273764115
ENSG00000011243.17	AKAP8L	1967	7.584264818389059
ENSG00000011258.15	MBTD1	504	6.222576268071369
ENSG00000011260.13	UTP18	565	6.336825731146441
ENSG00000011275.18	RNF216	608	6.410174881966167
ENSG00000011295.15	TTC19	510	6.234410725718371
ENSG00000011304.19	PTBP1	5092	8.535425959677298
ENSG00000011332.19	DPF1	87	4.465908118654584
ENSG00000011347.9	SYT7	8	2.0794415416798357
ENSG00000011376.10	LARS2	704	6.556778356158042
ENSG00000011405.13	PIK3C2A	677	6.517671272912275
ENSG00000011422.11	PLAUR	271	5.602118820879701
ENSG00000011426.10	ANLN	2538	7.839131648274333
ENSG00000011451.19	WIZ	939	6.844815479208263
ENSG00000011454.16	RABGAP1	676	6.516193076042964
ENSG00000011478.11	QPCTL	151	5.017279836814924
ENSG00000011485.14	PPP5C	1435	7.268920128193722
ENSG00000011523.13	CEP68	295	5.68697535633982
ENSG00000011566.14	MAP4K3	596	6.39024066706535
ENSG00000011600.11	TYROBP	31	3.4339872044851463
ENSG00000011638.10	TMEM159	157	5.056245805348308
ENSG00000011677.12	GABRA3	14	2.6390573296152584
ENSG00000012048.21	BRCA1	353	5.8664680569332965
ENSG00000012061.15	ERCC1	618	6.42648845745769
ENSG00000012124.16	CD22	14	2.6390573296152584
ENSG00000012171.19	SEMA3B	1310	7.177782416195197
ENSG00000012174.11	MBTPS2	264	5.575949103146316
ENSG00000012211.12	PRICKLE3	204	5.318119993844216
ENSG00000012223.12	LTF	13	2.5649493574615367
ENSG00000012232.8	EXTL3	515	6.244166900663736
ENSG00000012660.13	ELOVL5	860	6.756932389247553
ENSG00000012779.10	ALOX5	35	3.5553480614894135
ENSG00000012822.15	CALCOCO1	1116	7.017506142941256
ENSG00000012963.14	UBR7	1064	6.96979066990159
ENSG00000012983.11	MAP4K5	619	6.428105272684596
ENSG00000013016.15	EHD3	162	5.087596335232384
ENSG00000013275.7	PSMC4	2359	7.765993079407675
ENSG00000013288.8	MAN2B2	331	5.802118375377063
ENSG00000013297.11	CLDN11	7	1.9459101490553132
ENSG00000013306.15	SLC25A39	2413	7.7886260656250315
ENSG00000013364.18	MVP	2370	7.7706452341291765
ENSG00000013374.16	NUB1	1460	7.286191714702382
ENSG00000013375.15	PGM3	458	6.126869184114185
ENSG00000013392.7	RWDD2A	95	4.553876891600541
ENSG00000013441.15	CLK1	2164	7.679713639966372
ENSG00000013503.9	POLR3B	446	6.100318952020064
ENSG00000013523.9	ANGEL1	753	6.6240652277998935
ENSG00000013561.17	RNF14	1085	6.98933526597456
ENSG00000013563.13	DNASE1L1	926	6.8308742346461795
ENSG00000013573.16	DDX11	1721	7.450660796211539
ENSG00000013583.9	HEBP1	318	5.762051382780177
ENSG00000013588.8	GPRC5A	1015	6.922643891475888
ENSG00000013619.13	MAMLD1	280	5.634789603169249
ENSG00000013725.14	CD6	10	2.302585092994046
ENSG00000013810.18	TACC3	1135	7.034387929915503
ENSG00000014123.9	UFL1	662	6.495265555937008
ENSG00000014138.8	POLA2	180	5.19295685089021
ENSG00000014164.6	ZC3H3	814	6.70196036600254
ENSG00000014216.15	CAPN1	8686	9.069467813094768
ENSG00000014257.15	ACPP	23	3.1354942159291497
ENSG00000014641.17	MDH1	2135	7.666221925662725
ENSG00000014824.13	SLC30A9	776	6.654152520183219
ENSG00000014914.20	MTMR11	175	5.1647859739235145
ENSG00000014919.12	COX15	597	6.391917113392602
ENSG00000015133.18	CCDC88C	1297	7.167809184316444
ENSG00000015153.14	YAF2	214	5.365976015021851
ENSG00000015171.19	ZMYND11	1762	7.474204806496124
ENSG00000015285.10	WAS	4	1.3862943611198906
ENSG00000015413.9	DPEP1	2	0.6931471805599453
ENSG00000015475.18	BID	519	6.251903883165888
ENSG00000015479.18	MATR3	470	6.152732694704104
ENSG00000015520.14	NPC1L1	5	1.6094379124341003
ENSG00000015532.9	XYLT2	512	6.238324625039508
ENSG00000015568.12	RGPD5	2	0.6931471805599453
ENSG00000015676.17	NUDCD3	709	6.5638555265321274
ENSG00000016391.10	CHDH	291	5.673323267171493
ENSG00000016402.13	IL20RA	53	3.970291913552122
ENSG00000016864.18	GLT8D1	478	6.169610732491456
ENSG00000017260.19	ATP2C1	1430	7.265429723253953
ENSG00000017427.16	IGF1	5	1.6094379124341003
ENSG00000017483.14	SLC38A5	227	5.424950017481403
ENSG00000017797.12	RALBP1	1592	7.3727463664043285
ENSG00000018189.12	RUFY3	245	5.501258210544727
ENSG00000018280.16	SLC11A1	6	1.791759469228055
ENSG00000018408.14	WWTR1	985	6.892641641172089
ENSG00000018510.14	AGPS	525	6.263398262591624
ENSG00000018610.14	CXorf56	290	5.66988092298052
ENSG00000018699.12	TTC27	284	5.648974238161206
ENSG00000018869.16	ZNF582	29	3.367295829986474
ENSG00000019144.18	PHLDB1	258	5.552959584921617
ENSG00000019169.10	MARCO	4	1.3862943611198906
ENSG00000019485.13	PRDM11	198	5.288267030694535
ENSG00000019505.7	SYT13	46	3.828641396489095
ENSG00000019549.11	SNAI2	4	1.3862943611198906
ENSG00000019582.14	CD74	4256	8.35608503102148
ENSG00000019995.6	ZRANB1	657	6.48768401848461
ENSG00000020129.15	NCDN	833	6.725033642166843
ENSG00000020181.17	ADGRA2	16	2.772588722239781
ENSG00000020256.19	ZFP64	437	6.07993319509559
ENSG00000020426.10	MNAT1	591	6.3818160174060985
ENSG00000020577.13	SAMD4A	587	6.375024819828097
ENSG00000020633.18	RUNX3	2777	7.9291264873067995
ENSG00000020922.12	MRE11	886	6.786716950605081
ENSG00000021300.13	PLEKHB1	778	6.656726524178391
ENSG00000021355.12	SERPINB1	557	6.322565239927284
ENSG00000021488.12	SLC7A9	6	1.791759469228055
ENSG00000021574.12	SPAST	433	6.07073772800249
ENSG00000021645.18	NRXN3	96	4.564348191467836
ENSG00000021762.19	OSBPL5	122	4.804021044733257
ENSG00000021776.10	AQR	505	6.22455842927536
ENSG00000021826.15	CPS1	17	2.833213344056216
ENSG00000022267.16	FHL1	214	5.365976015021851
ENSG00000022277.12	RTF2	2217	7.7039102096163115
ENSG00000022567.9	SLC45A4	1103	7.005789019253503
ENSG00000022840.15	RNF10	3651	8.202756381655638
ENSG00000022976.15	ZNF839	151	5.017279836814924
ENSG00000023041.11	ZDHHC6	568	6.342121418721152
ENSG00000023171.17	GRAMD1B	24	3.1780538303479458
ENSG00000023191.16	RNH1	1516	7.323830566202317
ENSG00000023228.13	NDUFS1	2374	7.772331575169614
ENSG00000023287.12	RB1CC1	726	6.587550014824796
ENSG00000023318.7	ERP44	547	6.304448802421981
ENSG00000023330.14	ALAS1	1338	7.198931240688173
ENSG00000023445.13	BIRC3	594	6.386879319362645
ENSG00000023516.8	AKAP11	1873	7.5352967024440884
ENSG00000023572.9	GLRX2	298	5.697093486505405
ENSG00000023608.4	SNAPC1	367	5.905361848054571
ENSG00000023697.12	DERA	391	5.968707559985366
ENSG00000023734.10	STRAP	2066	7.633369649679584
ENSG00000023839.11	ABCC2	15	2.70805020110221
ENSG00000023892.10	DEF6	116	4.7535901911063645
ENSG00000023902.13	PLEKHO1	61	4.110873864173311
ENSG00000023909.9	GCLM	1640	7.402451520818244
ENSG00000024048.10	UBR2	762	6.635946555686647
ENSG00000024422.11	EHD2	232	5.44673737166631
ENSG00000024526.16	DEPDC1	1104	7.00669522683704
ENSG00000024862.17	CCDC28A	302	5.71042701737487
ENSG00000025039.14	RRAGD	219	5.389071729816501
ENSG00000025156.12	HSF2	180	5.19295685089021
ENSG00000025293.16	PHF20	474	6.161207321695077
ENSG00000025434.18	NR1H3	146	4.983606621708336
ENSG00000025708.13	TYMP	323	5.777652323222656
ENSG00000025770.18	NCAPH2	697	6.546785410760524
ENSG00000025772.7	TOMM34	2354	7.763871287820222
ENSG00000025796.13	SEC63	1900	7.549609165154532
ENSG00000025800.13	KPNA6	1656	7.412160334945205
ENSG00000026025.15	VIM	529	6.270988431858299
ENSG00000026036.22	RTEL1-TNFRSF6B	269	5.594711379601839
ENSG00000026103.21	FAS	423	6.0473721790462776
ENSG00000026297.15	RNASET2	1249	7.130098510125578
ENSG00000026508.18	CD44	737	6.602587892189336
ENSG00000026559.13	KCNG1	39	3.6635616461296463
ENSG00000026652.13	AGPAT4	36	3.58351893845611
ENSG00000026751.16	SLAMF7	12	2.4849066497880004
ENSG00000026950.16	BTN3A1	360	5.886104031450156
ENSG00000027001.9	MIPEP	307	5.726847747587197
ENSG00000027075.14	PRKCH	452	6.113682179832232
ENSG00000027697.14	IFNGR1	1344	7.203405521083095
ENSG00000027847.13	B4GALT7	313	5.746203190540153
ENSG00000027869.11	SH2D2A	13	2.5649493574615367
ENSG00000028116.17	VRK2	293	5.680172609017068
ENSG00000028137.18	TNFRSF1B	40	3.6888794541139363
ENSG00000028203.17	VEZT	895	6.796823718274855
ENSG00000028277.21	POU2F2	18	2.8903717578961645
ENSG00000028310.17	BRD9	1897	7.5480289699350145
ENSG00000028528.14	SNX1	1270	7.146772179452637
ENSG00000028839.9	TBPL1	304	5.717027701406222
ENSG00000029153.14	ARNTL2	300	5.703782474656201
ENSG00000029363.16	BCLAF1	2715	7.906547232368036
ENSG00000029364.11	SLC39A9	992	6.899723107284872
ENSG00000029534.20	ANK1	19	2.9444389791664403
ENSG00000029559.6	IBSP	9	2.1972245773362196
ENSG00000029639.10	TFB1M	70	4.248495242049359
ENSG00000029725.16	RABEP1	569	6.343880434126331
ENSG00000029993.14	HMGB3	2869	7.9617188159813645
ENSG00000030066.13	NUP160	930	6.835184586147301
ENSG00000030110.12	BAK1	622	6.432940092739179
ENSG00000030419.16	IKZF2	538	6.2878585601617845
ENSG00000030582.17	GRN	1793	7.491645473605133
ENSG00000031003.10	FAM13B	609	6.411818267709897
ENSG00000031081.10	ARHGAP31	116	4.7535901911063645
ENSG00000031691.6	CENPQ	191	5.25227342804663
ENSG00000031698.12	SARS	2951	7.989899374942939
ENSG00000031823.14	RANBP3	474	6.161207321695077
ENSG00000032219.18	ARID4A	446	6.100318952020064
ENSG00000032389.12	EIPR1	611	6.415096959171596
ENSG00000032444.16	PNPLA6	548	6.306275286948016
ENSG00000032742.17	IFT88	179	5.187385805840755
ENSG00000033011.12	ALG1	317	5.75890177387728
ENSG00000033030.13	ZCCHC8	840	6.733401891837359
ENSG00000033050.8	ABCF2	596	6.39024066706535
ENSG00000033100.16	CHPF2	682	6.525029657843462
ENSG00000033170.16	FUT8	266	5.583496308781699
ENSG00000033178.12	UBA6	649	6.47543271670409
ENSG00000033327.12	GAB2	453	6.115892125483034
ENSG00000033627.16	ATP6V0A1	798	6.682108597449809
ENSG00000033800.13	PIAS1	445	6.09807428216624
ENSG00000033867.16	SLC4A7	619	6.428105272684596
ENSG00000034053.14	APBA2	528	6.269096283706261
ENSG00000034152.18	MAP2K3	1103	7.005789019253503
ENSG00000034510.5	TMSB10	13977	9.545168400484906
ENSG00000034533.11	ASTE1	102	4.624972813284271
ENSG00000034677.12	RNF19A	863	6.760414691083428
ENSG00000034693.14	PEX3	161	5.081404364984463
ENSG00000034713.7	GABARAPL2	940	6.84587987526405
ENSG00000035115.21	SH3YL1	1384	7.232733136177615
ENSG00000035141.7	FAM136A	1623	7.392031567514591
ENSG00000035403.17	VCL	4180	8.338066525518801
ENSG00000035499.12	DEPDC1B	1151	7.048386408721883
ENSG00000035664.11	DAPK2	82	4.406719247264253
ENSG00000035681.8	NSMAF	238	5.472270673671475
ENSG00000035687.9	ADSS	1493	7.30854279753919
ENSG00000035862.12	TIMP2	719	6.577861357721047
ENSG00000035928.15	RFC1	1094	6.9975959829819265
ENSG00000036054.12	TBC1D23	488	6.1903154058531475
ENSG00000036257.12	CUL3	1626	7.3938782901077555
ENSG00000036530.8	CYP46A1	18	2.8903717578961645
ENSG00000036549.12	AC118549.1	1163	7.0587581525186645
ENSG00000036672.15	USP2	57	4.04305126783455
ENSG00000037042.8	TUBG2	195	5.272999558563747
ENSG00000037241.7	RPL26L1	381	5.942799375126701
ENSG00000037474.14	NSUN2	3211	8.074337694089515
ENSG00000037637.10	FBXO42	589	6.3784261836515865
ENSG00000037749.12	MFAP3	367	5.905361848054571
ENSG00000037757.13	MRI1	504	6.222576268071369
ENSG00000037897.16	METTL1	181	5.198497031265826
ENSG00000038002.8	AGA	186	5.225746673713202
ENSG00000038210.12	PI4K2B	325	5.783825182329737
ENSG00000038219.12	BOD1L1	376	5.929589143389895
ENSG00000038274.16	MAT2B	2072	7.6362696033793735
ENSG00000038358.14	EDC4	1001	6.90875477931522
ENSG00000038382.19	TRIO	3498	8.159946655578548
ENSG00000038427.15	VCAN	15	2.70805020110221
ENSG00000038532.15	CLEC16A	832	6.723832440821209
ENSG00000038945.14	MSR1	41	3.713572066704308
ENSG00000039068.18	CDH1	4516	8.415381925269553
ENSG00000039123.15	MTREX	1001	6.90875477931522
ENSG00000039139.9	DNAH5	94	4.543294782270004
ENSG00000039319.16	ZFYVE16	248	5.5134287461649825
ENSG00000039523.19	RIPOR1	987	6.894670039433482
ENSG00000039560.13	RAI14	2850	7.955074273262696
ENSG00000039600.10	SOX30	24	3.1780538303479458
ENSG00000039650.11	PNKP	870	6.76849321164863
ENSG00000040199.18	PHLPP2	302	5.71042701737487
ENSG00000040275.16	SPDL1	678	6.519147287940395
ENSG00000040341.17	STAU2	628	6.4425401664681985
ENSG00000040487.12	PQLC2	245	5.501258210544727
ENSG00000040531.14	CTNS	261	5.564520407322694
ENSG00000040608.13	RTN4R	163	5.093750200806762
ENSG00000040633.12	PHF23	539	6.289715570908998
ENSG00000040933.15	INPP4A	1051	6.957497370876951
ENSG00000041353.9	RAB27B	29	3.367295829986474
ENSG00000041357.15	PSMA4	1632	7.397561535524052
ENSG00000041515.15	MYO16	3	1.0986122886681098
ENSG00000041802.10	LSG1	1497	7.311218384419629
ENSG00000041880.14	PARP3	182	5.204006687076795
ENSG00000041982.15	TNC	1432	7.266827347520591
ENSG00000041988.15	THAP3	204	5.318119993844216
ENSG00000042062.11	RIPOR3	4	1.3862943611198906
ENSG00000042088.13	TDP1	434	6.073044534100405
ENSG00000042286.14	AIFM2	227	5.424950017481403
ENSG00000042317.16	SPATA7	37	3.6109179126442243
ENSG00000042429.11	MED17	224	5.4116460518550396
ENSG00000042445.13	RETSAT	703	6.555356891810665
ENSG00000042493.15	CAPG	883	6.78332520060396
ENSG00000042753.11	AP2S1	845	6.739336627357174
ENSG00000042781.12	USH2A	13	2.5649493574615367
ENSG00000042832.11	TG	27	3.295836866004329
ENSG00000042980.12	ADAM28	28	3.332204510175204
ENSG00000043039.6	BARX2	24	3.1780538303479458
ENSG00000043093.13	DCUN1D1	1223	7.109062135687172
ENSG00000043143.20	JADE2	805	6.690842277418564
ENSG00000043462.11	LCP2	8	2.0794415416798357
ENSG00000043514.16	TRIT1	407	6.008813185442595
ENSG00000044090.8	CUL7	770	6.646390514847729
